Symbol,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
GLD_010320C142,U,U,U,U,U,U,U,0:138.0:4196689:0.74:57,[57:137.74:3620276:0.75:129
GLD_010320C136,U,U,U,U,U,U,U,0:138.0:4196689:0.0:0,[0:137.74:3620276:0.0:0
GLD_122019C133.5,U,U,U,U,U,U,U,0:138.0:4196689:0.0:0,[0:137.74:3620276:0.0:0
GLD_010320C141.5,U,U,U,U,U,U,U,0:138.0:4196689:0.85:50,[49:137.74:3620276:0.82:10
GLD_010320C138,U,U,U,U,U,U,U,0:138.0:4196689:1.99:2,[1:137.74:3620276:1.91:4
GLD_010320C139,U,U,U,U,U,U,U,0:138.0:4196689:0.0:0,[0:137.74:3620276:1.61:1
GLD_010320C142.5,U,U,U,U,U,U,U,0:138.0:4196689:0.71:56,[56:137.74:3620276:0.65:5
GLD_010320C134,U,U,U,U,U,U,U,0:138.0:4196689:0.0:0,[0:137.74:3620276:0.0:0
GLD_010320C135.5,U,U,U,U,U,U,U,0:138.0:4196689:0.0:0,[0:137.74:3620276:0.0:0
GLD_010320C133,U,U,U,U,U,U,U,0:138.0:4196689:0.0:0,[0:137.74:3620276:0.0:0
GLD_010320C137.5,U,U,U,U,U,U,U,0:138.0:4196689:0.0:0,[0:137.74:3620276:0.0:0
GLD_010320C135,U,U,U,U,U,U,U,0:138.0:4196689:0.0:0,[0:137.74:3620276:0.0:0
GLD_010320C137,U,U,U,U,U,U,U,0:138.0:4196689:0.0:0,[0:137.74:3620276:2.44:10
GLD_011720C128,U,U,U,U,U,U,U,6128:138.0:4196689:10.8:11,[6117:137.74:3620276:10.8:0
GLD_010320C139.5,U,U,U,U,U,U,U,0:138.0:4196689:1.49:24,[24:137.74:3620276:1.43:1
